route_name,route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seats_availability
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Rajdhani bus service,A/C Sleeper (2+1),20:05,07h 55m,04:00,2.2,925.0,14 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Arzoo Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:30,09h 00m,05:30,3.8,600.0,41 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,JGD Travels Pvt Ltd.,Bharat Benz A/C Sleeper (2+1),20:15,08h 10m,04:25,1.9,990.0,21 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Chandralok Travels,A/C Seater / Sleeper (2+1),21:20,08h 50m,06:10,2.7,525.0,48 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,KRISHNA RATH LUXURY,A/C Seater / Sleeper (2+1),21:00,08h 30m,05:30,3.1,495.0,34 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),21:40,07h 35m,05:15,3.6,1549.0,42 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Pihu (yvts),A/C Seater / Sleeper (2+1),19:30,08h 40m,04:10,3.0,700.0,19 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Tejas Maa Bhawani,A/C Sleeper (2+1),21:30,08h 30m,06:00,1.9,1050.0,15 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Maharani Express,A/C Seater / Sleeper (2+2),18:00,09h 45m,03:45,2.0,800.0,36 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Yarana Travels,A/C Seater / Sleeper (2+1),19:10,08h 50m,04:00,3.1,650.0,33 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,JGD Travels Pvt Ltd.,A/C Seater / Sleeper (2+1),20:35,07h 45m,04:20,1.9,900.0,45 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Yarana Travels,NON AC Seater / Sleeper 2+1,18:01,08h 59m,03:00,3.1,550.0,17 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Pappu Travels (yvts),A/C Seater/Sleeper (2+1),21:30,08h 30m,06:00,3.0,800.0,6 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),21:30,08h 30m,06:00,2.4,750.0,26 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),20:01,09h 29m,05:30,1.9,680.0,6 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Tejas Maa Bhawani,AC Sleeper (2+1),21:30,08h 30m,06:00,1.9,1250.0,2 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Tejas Maa Bhawani,Non AC Seater (2+2),21:30,08h 00m,05:30,1.9,800.0,41 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Sri Krishna Rath,A/C Seater / Sleeper (2+1),22:15,07h 15m,05:30,1.7,699.0,17 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:15,07h 15m,04:30,1.7,500.0,20 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,BD Parivahan,A/C Seater / Sleeper (2+2),20:00,09h 00m,05:00,1.5,1000.0,50 Seats available
Patna (Bihar) to Ranchi,https://www.redbus.in/bus-tickets/patna-to-ranchi,Udan Pari Dlx,A/C Seater / Sleeper (2+1),19:00,09h 00m,04:00,1.3,900.0,8 Seats available
Patna (Bihar) to Kathmandu,https://www.redbus.in/bus-tickets/patna-to-kathmandu,Bihar state road transport corporation (BSRTC) - 166033,A/C Seater Hi-Tech Push Back (2+2),13:30,16h 45m,06:15,2.4,1015.0,20 Seats available
Patna (Bihar) to Kathmandu,https://www.redbus.in/bus-tickets/patna-to-kathmandu,V.I.P Travels,A/C Seater Hi-Tech Push Back (2+2),13:15,16h 15m,05:30,3.3,1040.0,7 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),20:55,08h 35m,05:30,3.5,500.0,29 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),22:20,07h 35m,05:55,4.5,800.0,24 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Rekha Luxury,A/C Seater / Sleeper (2+1),20:30,09h 30m,06:00,4.0,580.0,16 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),21:00,09h 35m,06:35,3.8,650.0,33 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Arzoo Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:00,08h 00m,05:00,3.4,600.0,19 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Sadhvi Rath,A/C Seater / Sleeper (2+1),20:30,09h 00m,05:30,3.2,648.0,48 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Sri Sai ( Jharkhand Paryatak),A/C Seater / Sleeper (2+1),21:15,08h 45m,06:00,3.6,416.0,10 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Hawa Hawai,NON A/C Seater / Sleeper (2+2),06:00,10h 30m,16:30,2.6,495.0,85 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Divya Rath,A/C Sleeper (2+1),22:10,07h 20m,05:30,4.3,1000.0,20 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Prithvi Vahan,Bharat Benz A/C Sleeper (2+1),21:30,07h 40m,05:10,4.7,810.0,17 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Mahuli Travels,A/C Seater/Sleeper (2+1),21:15,09h 00m,06:15,3.8,550.0,46 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Pihu Enterprises Private Limited,A/C Seater / Sleeper (2+1),22:10,10h 00m,08:10,3.2,675.0,6 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,VIJAY RATH,A/C Seater / Sleeper (2+1),22:00,08h 10m,06:10,3.1,698.0,34 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Rajdhani bus service,A/C Sleeper (2+1),23:00,06h 50m,05:50,3.8,925.0,7 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Shubham Travels,A/C Seater / Sleeper (2+1),22:00,07h 40m,05:40,2.4,700.0,28 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Rajdhani bus service,Non A/C Seater / Sleeper (2+1),21:40,07h 20m,05:00,2.0,555.0,20 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Maharani Express,A/C Seater / Sleeper (2+2),23:15,09h 00m,08:15,1.8,720.0,24 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Puja Rath,A/C Seater / Sleeper (2+1),20:30,09h 00m,05:30,3.7,555.0,45 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Chandralok Travels,A/C Seater / Sleeper (2+1),21:35,08h 55m,06:30,3.0,525.0,50 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Pihu (yvts),A/C Seater / Sleeper (2+1),21:55,08h 15m,06:10,3.3,650.0,28 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,JGD Travels Pvt Ltd.,Bharat Benz A/C Sleeper (2+1),20:35,07h 25m,04:00,1.8,990.0,23 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,KRISHNA RATH LUXURY,A/C Seater / Sleeper (2+1),20:30,09h 00m,05:30,1.1,495.0,41 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Maa Bhawani Travels,A/C Seater / Sleeper (2+1),17:10,09h 50m,03:00,2.1,540.0,23 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Pappu Travels (yvts),A/C Seater/Sleeper (2+1),16:45,09h 55m,02:40,3.3,800.0,8 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),19:15,09h 15m,04:30,2.4,1000.0,4 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),18:15,09h 46m,04:01,2.0,750.0,10 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Tejas Maa Bhawani,A/C Sleeper (2+1),18:29,09h 21m,03:50,2.0,749.0,26 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Tejas Maa Bhawani,Non AC Seater (2+2),17:45,10h 16m,04:01,2.0,725.0,21 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Sri Krishna Rath,A/C Seater / Sleeper (2+2),22:00,08h 00m,06:00,1.6,550.0,18 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:15,10h 00m,07:15,1.6,1200.0,62 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,BD Parivahan,A/C Seater / Sleeper (2+2),21:00,09h 00m,06:00,1.5,1000.0,50 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Sri Krishna Rath,A/C Seater / Sleeper (2+2),22:00,08h 00m,06:00,1.6,1050.0,24 Seats available
Ranchi to Patna (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-patna,Udan Pari Dlx,A/C Seater / Sleeper (2+1),17:30,08h 30m,02:00,1.3,900.0,37 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),23:15,06h 15m,05:30,3.5,377.0,31 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Bhawani Travels,NON A/C Seater Push Back (2+2),06:00,06h 30m,12:30,2.3,449.0,40 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Sri Sai ( Jharkhand Paryatak),A/C Seater / Sleeper (2+1),00:15,05h 45m,06:00,3.9,416.0,10 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Pappu Travels (yvts),A/C Seater/Sleeper (2+1),20:00,06h 40m,02:40,3.0,800.0,8 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Sadhvi Rath,A/C Seater / Sleeper (2+1),23:28,06h 02m,05:30,4.4,648.0,46 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),23:30,07h 05m,06:35,3.6,650.0,33 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Prithvi Vahan,Bharat Benz A/C Sleeper (2+1),23:45,05h 25m,05:10,4.5,810.0,17 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Rekha Luxury,A/C Seater / Sleeper (2+1),23:35,06h 25m,06:00,3.4,580.0,42 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Tejas Maa Bhawani,Non AC Seater (2+2),21:00,07h 01m,04:01,2.0,725.0,21 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),21:35,06h 26m,04:01,2.0,750.0,10 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Tejas Maa Bhawani,A/C Sleeper (2+1),21:45,06h 05m,03:50,2.0,749.0,26 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Rajshri Travels,A/C Seater / Sleeper (2+1),21:50,07h 00m,04:50,1.6,429.0,36 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Arzoo Travels,A/C Seater Push Back (2+2),23:00,06h 35m,05:35,1.9,1299.0,49 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Arzoo Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:30,05h 30m,05:00,1.9,900.0,19 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Rajdhani bus service,Non A/C Seater / Sleeper (2+1),23:45,05h 15m,05:00,2.3,509.0,29 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,BD Parivahan,A/C Seater / Sleeper (2+2),23:50,06h 10m,06:00,1.5,1000.0,50 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Sri Krishna Rath,A/C Seater / Sleeper (2+2),23:55,06h 05m,06:00,1.6,1050.0,24 Seats available
Hazaribagh to Patna (Bihar),https://www.redbus.in/bus-tickets/hazaribagh-to-patna,Mahuli Travels,A/C Seater / Sleeper (2+1),23:59,06h 16m,06:15,2.9,600.0,47 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Bihar state road transport corporation (BSRTC) - 142847,AC Seater (2+2),21:25,08h 15m,05:40,3.5,468.0,34 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Divya Rath,A/C Sleeper (2+1),20:45,09h 00m,05:45,4.2,700.0,20 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),21:25,08h 55m,06:20,4.1,700.0,29 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Aitiana Airwings,Benz A/C Sleeper (2+1),21:00,09h 00m,06:00,4.1,650.0,22 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,AITIANA CRUISELINERS,Bharat Benz A/C Seater /Sleeper (2+1),20:20,09h 10m,05:30,4.2,500.0,24 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),22:10,08h 25m,06:35,4.1,700.0,23 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,MAA KAMAKHYA DREAMLINER,A/C Seater / Sleeper (2+1),20:40,08h 20m,05:00,3.5,495.0,30 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Raj Bus Services,A/C Seater / Sleeper (2+1),19:25,09h 40m,05:05,4.3,463.0,17 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Hawa Hawai,A/C Seater / Sleeper (2+1),20:00,09h 00m,05:00,2.3,540.0,8 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Sadhvi Rath,A/C Seater / Sleeper (2+1),20:20,10h 00m,06:20,2.7,527.0,46 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Raj Bus Services,Bharat Benz A/C Seater /Sleeper (2+1),20:35,09h 00m,05:35,3.1,463.0,12 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Aarush Krrish,A/C Seater / Sleeper (2+1),21:00,09h 00m,06:00,2.0,540.0,46 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Raj Bus Services,Bharat Benz A/C Seater /Sleeper (2+1),18:25,09h 10m,03:35,3.9,463.0,17 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Raj Bus Services,A/C Seater / Sleeper (2+2),16:06,11h 29m,03:35,3.9,555.0,14 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Raj Bus Services,A/C Seater / Sleeper (2+1),16:55,10h 10m,03:05,3.9,463.0,12 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Maa Satyabhama Rath,A/C Seater / Sleeper (2+1),21:00,09h 00m,06:00,3.7,600.0,36 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Shatabdi Travels,A/C Seater / Sleeper (2+1),21:00,09h 00m,06:00,3.1,650.0,40 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Sri Krishna Tours and Travels,A/C Seater / Sleeper (2+1),20:25,08h 50m,05:15,3.2,650.0,27 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Shri Sai Krishna Luxury,A/C Seater / Sleeper (2+1),21:15,09h 00m,06:15,2.7,600.0,48 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Aitiana Travels,NON A/C Seater / Sleeper (2+2),19:00,10h 30m,05:30,3.1,300.0,12 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Shivam Travels,NON A/C Seater / Sleeper (2+2),21:00,09h 30m,06:30,1.1,450.0,40 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Mahuli Travels,A/C Seater / Sleeper (2+1),20:50,09h 00m,05:50,3.7,500.0,48 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Sri Krishna Tours and Travels,A/C Seater / Sleeper (2+2),20:30,08h 50m,05:20,3.2,600.0,44 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Sameer Travels (GT),A/C Seater / Sleeper (2+2),16:30,10h 00m,02:30,2.7,650.0,10 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Raj Rath,A/C Seater / Sleeper (2+2),20:30,08h 45m,05:15,2.4,500.0,6 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Sri Krishna Rath,A/C Seater / Sleeper (2+2),20:00,09h 15m,05:15,2.1,450.0,28 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Jay Jagdambay Tour And Travels,A/C Seater / Sleeper (2+1),17:00,09h 30m,02:30,2.1,630.0,8 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:00,09h 15m,06:15,2.1,500.0,16 Seats available
Patna (Bihar) to Purnea,https://www.redbus.in/bus-tickets/patna-to-purnea,Sree Balaji Travels,A/C Seater / Sleeper (2+1),20:15,08h 45m,05:00,1.7,500.0,19 Seats available
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Bihar state road transport corporation (BSRTC) - 153614,AC Seater (2+2),20:55,10h 35m,07:30,3.1,605.0,29 Seats available
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,JGD Travels Pvt Ltd.,Bharat Benz A/C Sleeper (2+1),20:35,09h 40m,06:15,3.8,990.0,23 Seats available
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Pawapuri Motors,A/C Seater / Sleeper (2+1),17:00,12h 45m,05:45,1.9,810.0,8 Seats available
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Pawapuri Motors,A/C Seater / Sleeper (2+1),18:25,12h 35m,07:00,3.9,855.0,1 Seat available
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),19:15,11h 15m,06:30,2.7,700.0,4 Seats available
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Jai Mata Di Tour and Travels,A/C Seater / Sleeper (2+2),18:45,09h 30m,04:15,1.8,1000.0,4 Seats available
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),18:15,11h 15m,05:30,1.7,800.0,10 Seats available
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Tejas Maa Bhawani,A/C Sleeper (2+1),18:29,10h 46m,05:15,1.6,799.0,26 Seats available
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),22:40,11h 00m,09:40,4.0,1450.0,38 Seats available
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Jai Mata Di Tour and Travels,AC Seater (2+2),20:00,09h 00m,05:00,2.3,1100.0,4 Seats available
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Tejas Maa Bhawani,Non AC Seater (2+2),17:45,11h 45m,05:30,1.6,725.0,21 Seats available
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:15,12h 00m,09:15,1.0,1799.0,18 Seats available
Ranchi to Muzaffarpur (Bihar),https://www.redbus.in/bus-tickets/ranchi-to-muzaffarpur,Sri Krishna Rath,A/C Seater / Sleeper (2+2),22:00,10h 00m,08:00,1.0,900.0,62 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Bihar state road transport corporation (BSRTC) - 153594,AC Seater (2+2),20:41,07h 19m,04:00,3.0,396.0,30 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Bhawani Travels,NON A/C Seater Push Back (2+2),13:25,07h 50m,21:15,2.3,449.0,40 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Tejas Maa Bhawani,Non AC Seater (2+2),21:30,05h 00m,02:30,2.0,800.0,41 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Rajdhani bus service,Non A/C Seater / Sleeper (2+1),18:30,07h 00m,01:30,3.4,555.0,26 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Rekha Luxury,A/C Seater / Sleeper (2+1),20:00,08h 00m,04:00,4.1,580.0,42 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Divya Rath,A/C Sleeper (2+1),20:15,06h 45m,03:00,4.2,1000.0,38 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Sri Sai ( Jharkhand Paryatak),A/C Seater / Sleeper (2+1),20:45,07h 30m,04:15,3.5,459.0,18 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Maharani Express,A/C Seater / Sleeper (2+2),18:00,06h 55m,00:55,2.3,720.0,36 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),20:27,06h 48m,03:15,4.0,1000.0,37 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Arzoo Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:30,06h 00m,02:30,3.0,600.0,42 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Mahuli Travels,A/C Seater / Sleeper (2+1),21:00,07h 00m,04:00,3.2,642.0,47 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,MAA SHANTI TRAVELS,A/C Seater/Sleeper (2+1),21:25,07h 25m,04:50,4.5,750.0,56 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Pappu Travels (yvts),A/C Seater/Sleeper (2+1),21:30,06h 00m,03:30,3.0,800.0,10 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,MAA SHANTI TRAVELS,A/C Seater / Sleeper (2+1),21:40,06h 05m,03:45,4.0,1549.0,42 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,BD Parivahan,A/C Seater / Sleeper (2+2),20:00,07h 00m,03:00,1.5,1000.0,50 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Tejas Maa Bhawani,A/C Seater / Sleeper (2+2),20:01,06h 29m,02:30,2.0,680.0,6 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Sadhvi Rath,A/C Seater / Sleeper (2+1),20:40,06h 00m,02:40,2.1,620.0,47 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,KRISHNA RATH LUXURY,A/C Seater / Sleeper (2+1),21:00,06h 00m,03:00,2.2,495.0,34 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Sri Krishna Rath,A/C Seater / Sleeper (2+2),21:15,06h 15m,03:30,1.6,500.0,20 Seats available
Patna (Bihar) to Hazaribagh,https://www.redbus.in/bus-tickets/patna-to-hazaribagh,Chandralok Travels,A/C Seater / Sleeper (2+1),21:20,07h 10m,04:30,2.2,525.0,48 Seats available
